city,Nb vehicules,Nb vehicules elec,lat,lng,Indice critair,score ecosocial
meyzieu,22185,91,45.7667,5.0036,0.42170820703415757,62.75
le rove,4039,18,43.3692,5.2503,0.42142479520631815,75.41666666666666
le pre st gervais,4457,16,48.885,2.4039,0.42133112189745514,42.75
vizille,4892,16,45.0783,5.7719,0.42026777532719883,63.75
athis mons,17307,47,48.7074,2.3889,0.41859430169517076,65.0
lempdes,7216,27,45.7711,3.1936,0.41746024291794104,71.75
montpellier,144260,671,43.6119,3.8772,0.4168682597594544,31.75
bron,22322,60,45.7394,4.9139,0.41591778695853776,50.833333333333336
rognac,9872,26,43.4878,5.2322,0.41498842518821233,71.75
fraisses,2917,5,45.3878,4.2661,0.41361279798302286,70.91666666666666
st gilles,194,2,43.6778,4.4311,0.41340330797435687,29.333333333333336
loos,11600,33,50.6128,3.0144,0.4125564971049722,41.833333333333336
fos sur mer,15104,137,43.4544,4.9436,0.41243457715957943,65.16666666666667
bourg de peage,7728,24,45.0378,5.05,0.4123864336384502,52.16666666666667
les pavillons sous bois,11484,47,48.9,2.5,0.41054977216948885,52.16666666666667
limeil brevannes,12579,29,48.7464,2.4883,0.40989150479988945,62.0
portes les valence,8638,20,44.8733,4.8764,0.40963340667992254,57.41666666666667
gagny,18568,75,48.8833,2.5333,0.4088438182107108,56.08333333333333
chatuzange le goubet,4721,15,45.0067,5.0908,0.40857050879047563,80.16666666666667
fabregues,5440,15,43.5503,3.7761,0.40785813033454055,68.25
ablon sur seine,2709,10,48.7256,2.4211,0.40745192580777134,63.166666666666664
pont du chateau,9342,24,45.7983,3.2483,0.40731323298061906,74.33333333333334
istres,29822,269,43.5151,4.9895,0.407237243005925,63.41666666666667
halluin,11817,30,50.7836,3.1256,0.40676820548410086,56.25
amfreville la mi voie,1895,5,49.4019,1.13,0.40581770746027646,54.91666666666666
peyrolles en provence,3609,22,43.6456,5.585,0.40509388048500483,64.58333333333333
martigues,32122,110,43.4053,5.0475,0.4049812781867619,52.916666666666664
comines,7860,20,50.7611,3.0078,0.4028545771071457,61.33333333333333
vaujours,4123,22,48.9339,2.5719,0.40261700025323366,61.91666666666666
vitrolles,29290,113,43.46,5.2486,0.40179480419363456,54.41666666666666
st victoret,5567,28,43.4208,5.2333,0.40144672663341385,57.75
villeneuve les maguelone,6576,24,43.5322,3.8608,0.4003571714413354,62.83333333333333
decines charpieu,19092,98,45.7694,4.9594,0.3984155407591876,56.833333333333336
cluses,11605,53,46.0603,6.5786,0.39834198210102834,56.0
darnetal,4926,18,49.4447,1.1511,0.39807413547083703,32.416666666666664
maxeville,6054,12,48.7114,6.1631,0.3972738838343548,22.083333333333336
st marcel les valence,4974,14,44.9708,4.9567,0.3965824629355965,69.16666666666666
salome,2059,8,50.5319,2.8428,0.3958485552972042,68.58333333333333
feyzin,8525,50,45.6728,4.8589,0.395541287157291,57.33333333333333
chateauneuf les martigues,12263,33,43.3831,5.1642,0.39416699367215635,63.66666666666667
romans sur isere,23075,83,45.0464,5.0517,0.3941282974958149,42.08333333333333
le houlme,2530,7,49.5081,1.0361,0.39315955428168525,54.25
st jory,5485,23,43.7422,1.3697,0.39214279184720624,67.66666666666667
marignane,23949,95,43.416,5.2145,0.38996127060327535,53.5
septemes les vallons,7594,27,43.3983,5.3658,0.38965213828010103,56.58333333333333
rillieux la pape,17529,90,45.8214,4.8983,0.38655918984354143,43.66666666666667
duclair,2852,7,49.4847,0.8753,0.3843234100723656,68.91666666666667
romainville,10618,49,48.884,2.435,0.38340120100957575,40.583333333333336
gerzat,8546,27,45.8258,3.1447,0.3829648680437199,62.08333333333333
neuilly sur marne,14727,34,48.8537,2.549,0.382048956807175,54.916666666666664
st etienne,92335,417,45.4347,4.3903,0.38201353125708915,33.5
sotteville les rouen,18216,51,49.4092,1.09,0.37986374318636695,48.16666666666667
echirolles,20208,97,45.1436,5.7183,0.37804498979478884,43.5
chateauneuf sur isere,3724,28,45.0139,4.9347,0.37723230194222124,74.58333333333333
choisy le roi,16851,33,48.763,2.409,0.3759928968654602,46.5
schiltigheim,18032,62,48.6078,7.75,0.3747422355795851,37.75
wolfisheim,3330,16,48.5867,7.6664,0.37217741575634644,74.41666666666666
gignac la nerthe,7678,16,43.3932,5.2356,0.37109780099257517,65.0
charleval,1957,4,43.7186,5.2456,0.3696789017969304,65.5
livry gargan,22223,53,48.9192,2.5361,0.36946628255541336,56.00000000000001
pantin,17043,104,48.8966,2.4017,0.3684544656069342,38.91666666666667
bonneuil sur marne,8312,16,48.7742,2.4875,0.3669302565743222,42.0
malaunay,3928,22,49.5261,1.0403,0.36450462282687246,66.83333333333334
cournonterral,4743,11,43.5578,3.7189,0.36254570288604393,61.16666666666667
vitry sur seine,34813,124,48.7875,2.3928,0.36160029612735567,43.5
st pierre les elbeuf,5767,16,49.2775,1.0406,0.3613878920143341,58.833333333333336
maromme,5849,15,49.4819,1.0419,0.3587406793349208,26.916666666666664
senas,5164,15,43.7444,5.0786,0.35753366692237565,60.66666666666666
st leonard,259,1,50.6906,1.6242,0.3552564393253106,72.41666666666666
orly,10827,136,48.7439,2.3928,0.35392810466661206,44.416666666666664
st paul en jarez,3208,10,45.4831,4.5744,0.3505639549065531,72.08333333333333
villeneuve le roi,12033,26,48.7333,2.4167,0.34481707581448706,56.416666666666664
scionzier,6040,12,46.0572,6.55,0.3438381797906054,61.83333333333333
le bourget,7600,27,48.9344,2.4244,0.3430687208009502,29.166666666666668
armentieres,12834,26,50.6881,2.8811,0.34172015148786183,38.25
st aubin les elbeuf,5094,13,49.3003,1.0111,0.3412113302011064,55.583333333333336
unieux,5747,9,45.4017,4.2614,0.335675588867165,63.25
cournonsec,2554,3,43.5486,3.7047,0.330586373899469,66.91666666666666
pierre benite,6087,11,45.7036,4.8242,0.3247933687909197,51.0
st chamond,21747,35,45.4775,4.5153,0.31911123764903504,50.41666666666667
bagnolet,10980,33,48.8692,2.4181,0.316605690826651,38.33333333333333
le pont de claix,6399,15,45.1231,5.6981,0.3099216514545047,52.91666666666667
aubervilliers,30221,161,48.9131,2.3831,0.30754242555193745,11.916666666666666
firminy,10122,17,45.3881,4.2872,0.3072867846509819,43.166666666666664
villeneuve la garenne,9566,62,48.9372,2.3278,0.30224977250647544,38.083333333333336
venissieux,38132,324,45.6978,4.8867,0.29932968119427183,20.333333333333332
le petit quevilly,11745,46,49.4311,1.0539,0.2961728826576495,37.583333333333336
oissel,6498,20,49.3419,1.0914,0.29034591160502154,48.75
canteleu,7431,36,49.4511,1.0361,0.2884711100373152,30.333333333333332
caudebec les elbeuf,5691,14,49.2808,1.0211,0.2879117388793464,41.666666666666664
wattrelos,22462,22,50.7,3.217,0.2855863364445441,42.416666666666664
noisy le sec,15687,78,48.8894,2.4503,0.277939618179754,34.25
grand couronne,6704,22,49.3575,1.0072,0.2745695895017093,44.0
st etienne du rouvray,17138,52,49.3786,1.105,0.2733509523590363,31.666666666666664
miramas,16337,48,43.5822,5.0019,0.2656336896046807,45.5
la grand croix,3171,9,45.5031,4.5689,0.26345897752415404,53.166666666666664
fismes,3534,4,49.3072,3.6806,0.2633290652234299,54.58333333333333
tourcoing,46198,80,50.7239,3.1612,0.25719957429018736,28.333333333333336
aulnat,2780,2,45.7992,3.1675,0.2540609029287406,60.0
lorette,3267,3,45.5119,4.5811,0.25303765190576977,54.833333333333336
le trait,3197,12,49.4881,0.8053,0.2507339527842656,46.08333333333333
elbeuf,8019,38,49.2858,1.0083,0.24600380640973185,12.250000000000002
vaulx en velin,29858,113,45.7768,4.9186,0.2394456186324394,22.083333333333336
port st louis du rhone,5915,20,43.3875,4.8044,0.23603054864829742,45.666666666666664
argenteuil,48615,136,48.95,2.25,0.23250616477115438,37.75
montfermeil,14079,53,48.9,2.5667,0.23001325227755087,47.416666666666664
st fons,10949,25,45.7086,4.8533,0.22668916177736165,24.583333333333336
port de bouc,11228,27,43.405,4.9886,0.221938676546523,38.5
drancy,30370,130,48.93,2.45,0.22079894426896862,30.25
valenton,6726,35,48.745,2.4672,0.2163610429655467,33.91666666666667
aulnay sous bois,36565,109,48.9386,2.4906,0.20971054318581173,33.33333333333333
le chambon feugerolles,7932,24,45.3961,4.325,0.20571606252155883,39.58333333333333
bobigny,19130,343,48.9106,2.4397,0.1965147632360562,21.083333333333332
bondy,20021,30,48.9022,2.4828,0.1838924630592027,25.833333333333332
villeneuve st georges,13104,30,48.7325,2.4497,0.16140148124756948,27.833333333333332
le blanc mesnil,23050,20,48.9387,2.4614,0.15196803716485396,26.000000000000004
epinay sur seine,17812,45,48.9553,2.3092,0.1492322945929372,31.999999999999996
rive de gier,8289,20,45.5294,4.6169,0.14370243157638152,38.58333333333333
givors,10800,42,45.5906,4.7689,0.1433742856230702,28.833333333333336
dugny,3789,16,48.9536,2.4164,0.13410145859658273,24.166666666666664
la ricamarie,4639,5,45.4031,4.3644,0.11396282197513141,22.916666666666664
la courneuve,13238,74,48.9322,2.3967,0.106262018185459,6.583333333333332
sevran,18742,25,48.9333,2.5333,0.07290685958943488,25.833333333333332
stains,12892,27,48.95,2.3833,0.06384115100632082,18.500000000000004
pierrefitte sur seine,9829,12,48.9656,2.3614,0.04092419622564947,15.083333333333334
roubaix,37288,104,50.6901,3.1817,0.012925572378304828,0.0
clichy sous bois,10720,18,48.9102,2.5532,0.0,13.999999999999996
